name	SRR1944912_cds_rpm	SRR1944913_cds_rpm	SRR1944914_cds_rpm	SRR1944915_cds_rpm	SRR1944916_cds_rpm	SRR1944917_cds_rpm
NM_001180099.1	168.8	172.85	178.3	163.54	164.8	157.28
NM_001180101.1	25.94	26.36	23.49	16.8	17.08	16.3
NM_001180102.1	16.93	19.41	19.95	17.42	15.15	13.21
NM_001180103.1	8.68	9.34	9.09	8.55	8.52	8.56
NM_001180104.1	14.36	13.63	14.73	15.92	14.36	15.75
NM_001180105.1	48.23	50.65	52.45	63.76	60.86	60.56
NM_001180106.1	39.55	41.35	43.52	40.79	41.1	38.43
NM_001180107.1	2.79	4.65	3.45	2.82	2.67	2.91
NM_001180108.1	2.84	1.58	1.52	1.5	1.63	1.64
NM_001180110.1	157.7	163.51	161.21	150.58	145.39	146.99
NM_001180111.1	60.87	59.09	62.04	50.22	46.45	55.1
NM_001180112.1	31.94	29.57	29.72	28.09	28.23	24.95
NM_001180113.1	17.95	19.01	20.79	23.77	21.1	21.67
NM_001180114.1	1375.56	1353.17	1318.89	1271.38	1324.1	1275.79
NM_001180115.1	23.79	21.58	24.33	22.93	21.54	22.59
NM_001180116.1	6.81	7.0	6.99	7.85	8.07	6.83
NM_001180117.1	90.83	100.71	99.67	122.62	93.94	101.36
NM_001180118.1	3.22	2.75	3.62	2.34	2.23	2.91
NM_001180119.1	77.91	79.63	93.78	94.71	97.5	93.25
NM_001180120.1	412.45	403.45	327.39	356.89	389.57	307.72
NM_001180122.1	50.69	53.22	59.1	52.51	56.25	56.55
NM_001180123.1	52.73	53.4	52.7	51.54	52.29	43.35
NM_001180124.1	28.94	33.18	35.1	46.17	41.65	38.43
NM_001180125.1	234.44	222.51	230.15	269.28	272.36	252.81
NM_001180126.1	15.54	18.33	20.96	19.67	19.91	22.49
NM_001180128.1	2.41	2.84	3.11	3.17	3.57	2.19
NM_001180129.1	73.52	81.35	65.58	111.11	99.93	101.82
NM_001180131.1	63.34	67.35	67.43	73.81	80.57	81.42
NM_001180132.1	12.75	13.54	14.9	15.21	13.57	17.12
NM_001180133.1	54.44	51.51	49.08	43.65	38.63	43.71
NM_001180134.1	1141.65	1134.13	1076.44	1099.28	1049.96	1093.56
NM_001180135.1	15.97	14.94	16.42	17.55	17.38	14.39
NM_001180136.1	17.9	17.52	21.55	21.08	19.71	19.58
NM_001180137.1	87.24	89.93	89.82	100.05	105.28	95.99
NM_001180138.1	0.38	0.05	0.08	0.22	0.15	0.18
NM_001180139.1	6.38	6.77	5.81	6.83	7.18	7.83
NM_001180140.1	725.24	763.01	673.38	742.97	727.24	636.48
NM_001180141.1	1470.4	1423.05	1196.32	1357.58	1331.13	1134.26
NM_001180142.1	1202.9	1154.45	1095.21	1027.68	1055.75	987.92
NM_001180143.1	684.94	727.62	665.46	712.81	692.18	670.36
NM_001180144.1	0.43	0.23	0.34	0.4	0.4	0.36
NM_001180145.1	49.51	46.77	48.91	58.16	60.41	60.83
NM_001180146.1	8.41	6.86	6.06	8.6	7.63	7.01
NM_001180147.1	32.04	34.9	32.58	46.12	44.27	39.52
NM_001180148.1	10.93	12.23	11.95	14.33	14.81	13.11
NM_001180149.1	15.49	13.72	14.4	14.64	14.81	13.48
NM_001180150.1	7.39	7.95	9.26	8.51	7.77	8.2
NM_001180151.1	38.31	37.42	41.08	42.11	40.85	34.42
NM_001180152.1	33.49	36.43	38.89	35.58	33.57	29.87
NM_001180154.1	315.14	324.04	315.35	298.42	270.92	289.69
NM_001180156.1	173.46	172.31	177.96	284.71	280.73	274.3
NM_001180157.1	7.93	8.49	9.43	8.55	8.96	8.83
NM_001180158.1	41.74	44.24	40.41	38.45	34.02	36.43
NM_001180159.1	234.23	248.6	260.54	294.94	292.36	294.06
NM_001180160.1	21.17	21.58	20.29	22.18	20.65	21.86
NM_001180161.2	68.86	72.45	68.02	80.91	77.3	75.59
NM_001180162.1	82.68	88.53	82.08	92.95	91.91	83.51
NM_001180163.1	2.63	2.89	3.7	3.35	2.97	3.64
NM_001180164.1	5.89	6.32	8.67	6.0	5.84	5.83
NM_001180165.1	20.79	22.98	22.98	25.66	25.06	27.05
NM_001180166.1	4.61	4.47	5.89	5.73	5.5	5.37
NM_001180167.1	17.25	14.36	13.81	15.65	15.8	15.3
NM_001180168.1	1.18	1.17	0.76	0.75	0.89	1.37
NM_001180169.1	10.18	7.95	9.51	10.27	11.49	10.2
NM_001180170.1	35.9	35.12	39.73	43.65	46.99	47.36
NM_001180171.1	93.83	98.37	102.03	99.74	99.78	101.54
NM_001180172.1	15.11	16.75	13.81	17.86	16.09	14.3
NM_001180173.1	0.21	0.0	0.0	0.04	0.15	0.0
NM_001180174.1	13.72	13.54	11.87	20.11	15.35	18.3
NM_001180175.1	38.05	44.01	44.87	45.06	42.04	39.98
NM_001180176.1	27.97	30.16	31.23	34.3	34.17	35.61
NM_001180178.1	6.59	5.91	6.48	9.04	7.87	7.1
NM_001180179.1	24.92	27.54	33.42	36.99	40.41	40.34
NM_001180180.1	29.95	33.04	34.09	30.34	31.54	33.79
NM_001180181.1	50.05	55.3	65.83	56.44	51.75	59.19
NM_001180182.1	8.84	8.62	8.5	9.13	9.71	12.57
NM_001180183.1	106.85	116.7	127.62	169.27	163.56	178.5
NM_001180184.1	168.58	161.93	188.15	192.91	200.01	204.27
NM_001180185.1	1006.03	1047.69	1101.7	1396.38	1333.61	1399.09
NM_001180186.1	11.63	13.54	14.82	12.43	12.48	12.2
NM_001180187.1	69.82	77.51	69.87	70.15	64.03	74.4
NM_001180188.1	6.38	7.18	5.3	4.85	4.9	5.19
NM_001180189.1	833.43	779.85	826.0	731.28	740.22	834.74
NM_001180190.1	359.46	350.99	331.09	567.7	536.74	545.23
NM_001180191.1	59.11	70.6	72.06	97.93	94.48	97.9
NM_001180192.1	11.47	11.83	11.79	10.85	11.59	11.57
NM_001180193.1	65.54	69.2	62.8	73.59	69.82	76.32
NM_001180194.1	223.88	223.5	190.76	263.15	211.0	208.82
NM_001180195.1	54.98	58.87	52.7	67.42	59.47	56.19
NM_001180196.2	1366.98	1366.04	1129.06	1452.56	1417.64	1173.24
NM_001180197.1	122.28	125.41	137.55	126.06	132.86	131.96
NM_001180198.1	3.48	3.3	3.62	3.17	3.52	3.01
NM_001180199.1	2.79	3.93	5.14	4.37	5.35	5.83
NM_001180200.1	382.5	370.27	416.7	424.09	396.3	430.12
NM_001180201.1	41.8	47.04	50.68	48.55	50.41	49.72
NM_001180202.1	7.45	8.22	8.33	8.77	9.51	9.74
NM_001180203.1	231.44	223.59	236.55	279.95	267.45	303.08
NM_001180204.1	18.27	21.13	24.24	26.72	26.79	31.15
NM_001180205.1	353.08	355.14	422.34	394.9	411.11	422.1
NM_001180206.1	6.64	7.67	6.65	7.54	6.78	6.47
NM_001180207.1	158.62	175.83	183.52	149.12	143.16	133.05
NM_001180208.1	102.83	117.37	112.13	130.82	120.58	116.39
NM_001180209.1	5.84	6.59	6.73	8.38	7.18	7.83
NM_001180210.1	43.14	41.58	35.19	44.84	38.38	38.8
NM_001180213.1	83.7	97.92	84.6	86.33	73.88	77.23
NM_001180214.1	0.43	0.45	0.25	0.35	0.3	0.36
NM_001180215.1	18.97	19.41	20.71	21.03	19.86	22.59
NM_001180216.1	9.22	10.7	11.87	11.91	12.18	9.38
NM_001180217.1	38.85	41.49	40.91	54.23	53.68	52.64
NM_001180219.1	14.04	16.39	13.64	17.28	16.99	15.21
NM_001180220.1	291.24	303.68	291.19	327.04	332.52	310.64
NM_001180221.1	52.46	55.89	50.93	51.94	53.08	49.18
NM_001180224.1	40.94	41.04	41.75	45.46	45.06	44.26
NM_001180225.1	30.33	25.69	31.23	36.77	36.74	35.52
NM_001180226.1	33.33	33.63	35.02	35.1	38.48	33.7
NM_001180227.1	47.32	50.11	50.34	48.11	46.6	45.17
NM_001180228.1	135.36	151.95	155.4	211.29	201.25	201.99
NM_001180229.1	0.64	0.59	0.51	0.79	0.79	0.55
NM_001180230.1	7.56	7.45	6.4	10.54	10.25	9.56
NM_001180231.1	351.79	366.7	390.1	381.54	366.64	385.4
NM_001180233.1	46.94	46.77	47.65	55.25	51.9	52.0
NM_001180234.1	23.04	22.98	28.37	32.23	35.16	35.33
NM_001180235.1	15.59	15.66	16.75	21.16	18.82	17.49
NM_001180236.1	6.59	6.86	8.17	6.79	7.08	7.38
NM_001180237.1	3.27	3.61	3.45	4.45	3.86	5.01
NM_001180238.1	47.64	46.99	52.11	42.51	44.17	37.34
NM_001180239.1	14.25	14.81	18.6	16.98	15.6	16.76
NM_001180240.1	9.54	12.01	12.71	12.74	10.6	13.48
NM_001180241.1	5.63	7.99	5.39	9.04	8.86	6.74
NM_001180242.1	451.57	421.19	415.78	730.84	700.35	700.14
NM_001180243.1	2.73	3.84	2.02	2.43	3.07	3.64
NM_001180244.1	223.88	223.5	190.76	263.15	211.0	208.82
NM_001180245.1	1758.59	1785.78	1836.1	1792.65	1677.67	1834.13
NM_001180246.1	0.0	0.0	0.0	0.04	0.05	0.09
NM_001180248.1	63.87	62.97	60.95	70.73	65.61	71.94
NM_001180249.1	25.02	27.85	28.03	35.36	38.18	36.88
NM_001180250.2	69.88	73.54	73.15	84.53	81.76	84.33
NM_001180251.2	1321.11	1324.5	1085.87	1413.4	1363.47	1135.36
NM_001180252.1	372.53	397.08	413.42	411.48	412.45	423.02
NM_001180253.1	40.67	40.04	36.28	31.39	32.44	29.78
NM_001180254.1	2.57	2.71	3.37	3.09	3.32	3.01
NM_001180255.2	395.31	418.7	363.58	552.44	487.72	536.58
NM_001180257.1	3.27	4.65	4.38	3.66	3.17	3.82
NM_001180258.1	37.14	40.54	36.45	48.28	45.56	43.99
NM_001180259.1	4.18	4.47	4.29	4.01	4.26	3.55
NM_001180260.1	5.31	5.96	5.72	6.97	5.25	4.64
NM_001180261.1	58.52	57.87	56.15	36.82	34.37	38.43
NM_001180262.1	15.81	19.46	20.46	19.67	19.81	19.12
NM_001180263.1	16.4	20.4	19.61	17.42	18.37	18.76
NM_001180264.1	1.23	0.77	0.51	1.63	1.14	1.73
NM_001180265.1	40.83	39.32	38.22	32.58	36.4	35.24
NM_001180266.1	3.16	3.79	3.79	2.29	2.18	1.91
NM_001180267.1	18.27	16.88	15.49	18.65	15.99	15.3
NM_001180268.1	146.88	146.08	143.62	126.94	122.76	121.21
NM_001180269.1	7.61	8.17	9.51	8.55	8.86	12.29
NM_001180270.1	0.59	1.13	1.26	0.88	1.14	0.82
NM_001180271.1	2.95	3.34	2.95	2.73	3.02	3.82
NM_001180272.1	78.83	91.91	88.31	93.92	89.88	96.17
NM_001180273.1	53.91	55.71	55.31	37.88	37.39	34.61
NM_001180274.1	0.11	0.36	0.25	0.22	0.15	0.36
NM_001180275.1	24.44	25.55	26.69	35.23	33.67	30.51
NM_001180276.1	5.04	5.1	4.71	4.5	4.85	5.46
NM_001180277.1	16.61	16.25	17.76	20.15	20.95	21.31
NM_001180278.1	0.16	0.14	0.08	0.0	0.1	0.09
NM_001180279.1	25.56	24.74	27.7	35.98	29.56	24.59
NM_001180280.1	6.97	7.4	8.0	9.48	8.91	8.92
NM_001180282.1	0.54	0.59	0.42	0.49	0.59	0.36
NM_001180283.1	3.0	3.57	3.7	4.67	4.7	5.46
NM_001180284.1	37.24	37.6	33.08	43.96	38.72	40.43
NM_001180285.1	65.38	67.67	60.78	65.79	61.75	50.09
NM_001180286.1	131.98	137.69	132.67	167.51	163.22	151.72
NM_001180287.1	66.93	70.15	72.82	59.75	55.91	54.37
NM_001180289.1	6407.67	6291.21	5588.12	5854.63	5553.36	5760.57
NM_001180290.1	10.82	11.47	11.45	14.29	14.81	15.75
NM_001180291.1	1.39	2.39	1.77	2.07	1.49	2.37
NM_001180292.1	13.61	9.89	7.83	8.91	9.21	6.83
NM_001180293.1	12.91	13.23	12.37	16.27	14.66	13.21
NM_001180294.1	15.11	16.61	14.56	18.08	18.87	15.12
NM_001180295.1	28.13	32.23	31.06	42.42	40.85	34.06
NM_001180296.1	84.72	81.62	80.48	106.57	109.74	109.37
NM_001180297.2	37.89	43.34	43.44	40.12	39.17	42.89
NM_001180298.1	3.0	3.21	1.85	3.44	2.87	2.37
NM_001180299.2	0.43	0.14	0.17	0.26	0.2	0.09
NM_001180300.2	18.65	17.56	17.26	16.67	18.57	19.03
NM_001180301.1	10.88	10.16	8.67	8.95	6.78	6.19
NM_001180303.1	0.32	0.23	0.42	0.84	0.79	0.91
NM_001180304.1	0.38	0.27	0.59	0.49	0.5	0.91
NM_001180305.1	0.0	0.09	0.0	0.04	0.0	0.0
NM_001180306.1	1.23	1.72	1.6	1.54	2.38	1.73
NM_001180307.1	0.54	0.18	0.59	0.31	0.2	0.09
NM_001180308.1	9.22	9.16	9.26	10.85	9.51	9.74
NM_001180309.1	44.85	50.38	52.11	77.21	78.14	78.41
NM_001180310.1	338.34	353.65	327.05	393.4	346.34	371.29
NM_001180311.3	8.52	9.53	10.1	10.27	12.33	11.2
NM_001180312.1	6.11	4.56	9.01	6.35	5.79	7.1
NM_001180313.1	14.68	13.54	13.22	15.48	15.05	14.66
NM_001180314.3	29.37	34.9	29.63	37.26	34.96	36.34
NM_001180315.3	14.84	16.75	18.27	18.87	18.77	18.76
NM_001180317.1	0.91	0.95	1.01	0.49	0.89	0.55
NM_001180319.1	390.43	456.85	468.22	531.94	480.54	504.52
NM_001180320.3	4340.16	4214.89	3567.32	3691.86	3678.95	3418.09
NM_001180321.3	7.77	9.89	9.85	10.63	9.8	9.65
NM_001180322.1	5.41	7.04	7.07	8.77	5.99	6.56
NM_001180324.3	7.88	8.62	10.1	9.08	10.0	7.19
NM_001180325.3	41.42	42.52	35.19	44.62	36.99	38.52
NM_001180326.1	0.48	0.54	0.0	0.13	0.0	0.27
NM_001180327.1	38.96	37.2	31.57	47.89	56.45	43.17
NM_001180328.3	8.25	7.85	11.62	11.6	10.75	11.75
NM_001180329.3	12.81	15.12	14.4	18.12	17.33	16.76
NM_001180330.1	3.48	3.39	4.21	3.97	3.61	4.46
NM_001180331.1	675.19	725.63	665.97	661.35	613.84	576.1
NM_001180333.3	1636.41	1576.4	1473.28	1367.59	1407.69	1368.68
NM_001180334.3	11.79	14.4	11.62	17.59	13.52	15.3
NM_001180335.1	17.68	19.77	18.1	21.83	22.18	18.03
NM_001180336.1	82.52	93.4	70.12	118.61	95.42	113.2
NM_001180338.3	2.46	2.53	3.62	2.87	3.81	3.73
NM_001180339.3	6.86	6.27	6.31	7.05	6.83	4.1
NM_001180340.1	101.28	105.55	113.56	127.52	135.34	140.61
NM_001180341.1	789.32	845.76	810.68	463.37	478.01	412.18
NM_001180342.3	24.49	23.34	23.23	28.04	26.0	27.05
NM_001180343.3	104.39	107.03	118.78	147.89	139.69	157.64
NM_001180344.1	38.42	38.73	43.86	42.81	43.03	44.71
NM_001180345.1	962.19	964.62	946.13	1111.14	1121.07	1055.03
NM_001180346.3	122.34	136.96	137.22	144.01	129.64	140.43
NM_001180347.3	126.84	140.85	140.92	147.23	133.75	144.71
NM_001180348.1	108.35	123.24	121.81	129.32	117.41	128.59
NM_001180349.1	18.33	18.24	17.34	18.78	18.77	21.04
NM_001180350.3	0.48	0.72	0.76	0.26	0.59	0.36
NM_001180351.3	7.56	6.41	4.88	6.83	5.74	4.37
NM_001180352.1	57.28	50.79	57.92	55.34	58.04	58.83
NM_001180353.1	22.51	22.3	23.66	24.12	24.41	23.95
NM_001180354.3	84.45	93.94	87.47	83.69	77.99	87.7
NM_001180355.3	34.67	35.48	37.04	37.08	34.66	40.8
NM_001180357.1	27.54	27.63	27.61	27.73	29.46	25.23
NM_001180358.1	3285.37	3130.42	3298.44	3427.48	3485.63	3743.39
NM_001180359.3	21.97	24.33	25.76	27.78	24.02	22.13
NM_001180360.3	19.02	22.48	25.42	21.43	20.4	24.32
NM_001180362.1	50.96	48.75	53.54	49.38	51.85	51.0
NM_001180363.1	104.17	116.06	101.95	152.65	151.43	141.79
NM_001180364.3	43.03	46.77	47.06	65.52	64.08	61.38
NM_001180365.3	17.58	19.77	21.3	24.21	24.12	22.86
NM_001180366.1	3.48	3.11	2.61	4.76	4.61	3.64
NM_001180367.1	9.38	7.81	9.09	11.02	12.23	9.11
NM_001180368.3	183.75	196.92	194.38	200.27	192.33	187.24
NM_001180369.3	17.95	23.16	22.48	19.75	22.04	21.95
NM_001180370.1	113.07	126.22	118.61	130.47	123.6	123.22
NM_001180371.1	26.1	26.54	26.35	28.18	27.78	27.87
NM_001180372.3	1990.46	1935.2	1820.53	1858.52	1927.05	1635.96
NM_001180373.3	3.97	4.6	4.12	4.19	4.41	4.37
NM_001180374.1	2.41	3.3	4.29	3.17	2.67	3.37
NM_001180375.1	6.81	7.9	8.5	7.67	7.97	6.74
NM_001180376.3	18.22	20.81	19.87	20.94	19.96	20.31
NM_001180377.3	15.16	15.21	15.99	17.42	15.55	15.48
NM_001180378.1	0.43	0.23	0.42	1.01	0.79	1.0
NM_001180379.1	105.51	111.82	120.47	148.95	141.28	128.95
NM_001180380.3	36.49	33.36	37.88	46.3	42.19	48.27
NM_001180381.3	6.16	6.77	9.18	7.76	6.93	6.56
NM_001180382.1	67.57	79.86	71.3	109.57	98.15	96.62
NM_001180383.1	14.63	14.08	13.47	15.21	16.44	14.21
NM_001180384.3	1.93	2.62	3.96	2.43	2.53	2.73
NM_001180385.3	1053.02	1226.9	952.02	1363.58	1447.6	1545.44
NM_001180386.1	2.3	2.48	1.18	1.68	1.34	1.55
NM_001180387.1	7.02	7.09	8.25	7.14	8.62	7.65
NM_001180388.3	25.08	29.43	26.35	35.32	31.05	30.87
NM_001180389.1	24.76	24.29	23.91	30.82	27.93	29.51
NM_001180390.1	0.59	0.77	0.93	1.15	0.94	1.0
NM_001180391.3	42.17	52.23	51.27	47.75	46.4	46.99
NM_001180392.3	26.95	30.47	31.4	30.07	30.5	28.23
NM_001180393.1	2.63	3.66	2.1	3.04	2.82	3.01
NM_001180394.1	127.21	128.03	124.84	119.76	122.36	100.18
NM_001180395.3	50.8	53.36	59.1	64.99	64.08	63.57
NM_001180396.3	10.56	11.56	9.93	14.86	12.97	15.3
NM_001180397.1	38.26	40.63	39.99	32.76	35.21	29.32
NM_001180398.1	12.22	13.99	13.81	13.36	13.57	13.75
NM_001180399.3	199.29	215.15	209.61	181.8	184.31	182.96
NM_001180400.3	55.09	47.49	55.73	57.85	53.63	62.29
NM_001180401.1	61.03	67.53	70.21	51.5	43.63	53.18
NM_001180404.1	18.92	21.62	17.59	22.49	20.25	16.48
NM_001180405.3	64.57	74.35	72.73	80.56	81.26	75.31
NM_001180406.4	115.26	116.83	109.77	114.02	108.65	85.97
NM_001180407.3	336.84	353.52	340.77	391.9	372.88	355.17
NM_001180408.3	26.69	28.62	27.11	32.1	35.85	28.87
NM_001180409.1	127.27	126.22	136.04	113.01	114.04	122.12
NM_001180411.1	29.85	31.06	31.74	36.86	37.39	34.06
NM_001180412.3	4.61	5.55	6.73	5.25	6.64	4.83
NM_001180413.3	23.1	26.05	28.62	31.17	31.25	33.24
NM_001180414.1	0.96	0.95	1.01	1.41	1.39	0.73
NM_001180415.1	22.13	23.16	25.93	25.13	27.14	25.95
NM_001180416.3	11.68	13.45	14.48	14.2	14.61	15.66
NM_001180417.3	10.29	7.9	9.93	12.04	11.54	11.11
NM_001180418.1	20.74	19.91	26.69	22.71	22.53	24.59
NM_001180419.1	18.97	17.74	18.44	13.89	11.98	14.12
NM_001180421.3	18.97	21.35	19.87	17.37	14.81	13.57
NM_001180422.3	0.0	0.0	0.0	0.0	0.05	0.0
NM_001180423.1	17.84	14.63	16.08	14.9	15.85	15.57
NM_001180424.1	20.36	21.08	22.48	21.96	19.71	22.59
NM_001180425.3	43.19	45.69	47.73	47.93	46.65	44.26
NM_001180426.3	8.36	8.53	7.74	9.7	9.11	11.57
NM_001180427.1	117.19	125.54	118.02	150.0	143.11	129.23
NM_001180428.3	83.0	85.95	102.79	97.4	92.8	96.26
NM_001180429.3	19.29	17.29	18.6	20.99	19.56	19.76
NM_001180430.1	39.33	46.77	37.71	42.64	37.09	39.07
NM_001180431.1	7.34	6.18	6.48	5.47	5.84	6.92
NM_001180432.3	0.21	0.23	0.51	0.13	0.3	0.09
NM_001180433.3	2.84	1.44	2.44	1.63	2.08	2.73
NM_001180434.1	2.41	3.16	3.62	1.94	2.87	3.28
NM_001180435.1	374.94	374.42	392.88	385.2	365.35	388.77
NM_001180436.3	16.88	15.76	19.19	18.74	16.84	18.85
NM_001180437.3	342.15	359.88	340.85	553.59	497.27	522.37
NM_001180438.1	9.91	10.52	13.64	13.27	10.89	9.84
NM_001180439.1	6.27	4.65	4.04	5.91	6.24	6.74
NM_001180440.3	6.59	6.95	8.59	7.01	6.24	6.83
NM_001180442.3	159.1	175.65	191.94	229.33	207.93	239.24
NM_001180444.1	15.11	13.27	13.47	16.45	13.12	11.93
NM_001180445.1	20.31	22.26	23.91	25.35	23.77	24.59
NM_001180446.3	14.84	15.57	17.0	21.34	21.54	16.57
NM_001180447.3	11.15	12.73	14.14	14.73	12.88	14.57
NM_001180448.1	57.87	65.28	61.79	68.61	63.68	67.21
NM_001180449.1	4.93	4.92	6.4	6.04	6.04	6.37
NM_001180450.3	31.67	31.56	29.72	34.61	33.03	37.25
NM_001180451.3	87.35	89.47	87.3	68.96	63.88	70.03
NM_001180452.1	52.09	58.01	49.25	53.09	49.57	51.73
NM_001180453.1	50.42	56.2	50.26	58.95	51.3	55.37
NM_001180454.3	15.43	17.83	18.52	19.05	18.47	17.3
NM_001180455.3	99.94	111.32	84.94	124.17	123.65	116.02
NM_001180457.1	113.28	120.22	138.31	108.34	96.76	88.25
NM_001180458.1	29.2	30.16	25.42	37.26	31.84	29.51
NM_001180459.3	45.55	50.06	49.33	41.84	41.7	42.16
NM_001180460.3	46.83	45.05	46.55	36.82	34.22	37.43
NM_001180462.1	1200.06	1154.36	1265.94	1211.32	1292.9	1267.04
NM_001180463.1	39.6	40.0	41.59	35.89	40.61	39.71
NM_001180465.3	439.78	431.07	449.7	506.1	515.55	536.21
NM_001180466.3	20.63	21.44	20.37	24.91	22.38	21.31
NM_001180467.1	3.59	4.06	3.87	3.48	4.01	4.55
NM_001180468.1	71.32	79.32	75.43	85.98	82.4	78.05
NM_001180469.3	14.15	14.54	16.84	18.92	16.84	19.12
NM_001180470.3	8.09	8.67	8.84	9.66	7.43	8.83
NM_001180471.1	25.45	24.11	23.91	25.71	24.36	24.68
NM_001180472.1	78.45	82.97	86.88	82.54	87.01	77.5
NM_001180473.3	27.11	30.88	29.8	31.17	30.21	29.96
NM_001180474.3	23.58	25.55	21.8	32.98	35.95	33.06
NM_001180475.1	138.41	142.25	129.73	197.85	179.16	172.21
NM_001180476.1	23.2	23.79	20.96	26.72	24.66	26.68
NM_001180477.3	277.58	310.41	244.38	249.7	213.83	234.32
NM_001180478.1	15.43	16.07	16.16	25.18	23.62	17.76
NM_001180479.3	509.77	518.34	461.4	607.87	593.09	589.4
NM_001180480.3	10.82	9.16	8.84	10.94	10.65	9.65
NM_001180481.1	100.1	99.9	106.66	100.93	102.55	110.56
NM_001180482.1	23.15	25.1	26.01	29.63	26.64	28.32
NM_001180483.3	19.51	21.44	19.78	27.82	22.18	22.04
NM_001180484.3	79.84	72.82	83.93	84.79	90.77	91.98
NM_001180485.1	19.99	23.79	21.97	22.53	21.79	22.22
NM_001180486.1	5.47	5.06	5.39	6.26	6.04	5.19
NM_001180487.3	4.5	5.91	4.71	6.35	5.94	6.83
NM_001180488.3	22.83	29.3	23.66	30.34	25.45	27.14
NM_001180489.1	8.9	8.58	7.83	9.39	8.62	9.11
NM_001180490.1	40.83	43.02	50.93	50.84	48.28	58.1
NM_001180491.3	8.79	10.11	10.44	10.49	9.61	10.47
NM_001180492.1	21.06	20.77	23.91	23.06	19.91	22.31
NM_001180493.1	2.3	2.66	2.02	2.6	1.98	1.82
NM_001180494.3	34.56	37.42	36.7	37.79	39.67	38.34
NM_001180496.3	228.54	227.48	228.39	306.58	290.33	321.47
NM_001180497.1	74.54	72.82	64.99	59.88	56.45	52.18
NM_001180498.1	130.21	139.85	136.54	156.22	139.84	154.73
NM_001180499.3	4.72	6.5	6.73	5.42	7.53	6.37
NM_001180500.3	26.69	28.44	24.75	33.16	31.3	31.33
NM_001180502.1	76.95	80.54	94.62	99.83	102.8	111.74
NM_001180503.3	23.42	25.51	25.34	28.26	25.11	23.4
NM_001180504.3	14.25	17.2	17.43	18.08	18.47	15.57
NM_001180505.1	7.23	8.76	8.84	8.86	7.68	9.38
NM_001180506.1	8.79	8.58	10.52	9.66	8.32	8.2
NM_001180508.3	13.45	15.21	12.12	12.61	10.45	9.38
NM_001180509.3	10.45	11.33	11.79	10.27	10.35	9.11
NM_001180510.1	10.88	10.56	12.71	11.68	13.17	12.48
NM_001180512.1	14.31	16.16	16.67	17.37	18.37	20.13
NM_001180513.3	20.26	22.44	23.15	23.77	22.93	21.49
NM_001180514.3	20.15	21.04	25.34	22.27	21.49	24.22
NM_001180515.1	26.53	29.16	23.82	26.19	23.82	26.5
NM_001180516.1	42.39	49.66	39.23	53.57	46.3	51.73
NM_001180518.3	46.03	47.49	50.09	58.47	55.86	50.0
NM_001180519.3	120.41	118.64	134.86	173.81	178.17	165.56
NM_001180520.1	238.03	263.91	257.68	326.73	305.14	337.05
NM_001180521.1	20.36	24.2	18.52	19.62	19.11	17.67
NM_001180522.3	131.39	143.56	155.82	169.1	152.47	145.89
NM_001180524.3	12.97	13.36	10.94	24.3	27.38	26.59
NM_001180525.1	29.2	33.9	24.5	38.05	30.21	29.51
NM_001180526.1	0.0	0.18	0.17	0.57	0.45	0.27
NM_001180527.3	15.86	17.11	19.53	21.52	18.87	18.4
NM_001180529.3	32.21	35.39	36.37	34.13	30.7	31.42
NM_001180530.1	16.13	22.26	24.08	20.94	20.9	16.94
NM_001180531.1	0.59	0.5	0.34	0.49	0.3	0.73
NM_001180532.3	380.73	382.32	362.91	417.21	429.73	353.62
NM_001180533.3	415.35	418.16	403.49	473.56	477.02	432.94
NM_001180534.1	622.89	628.21	540.37	647.81	631.42	571.09
NM_001180535.1	22.99	27.76	21.47	28.35	22.18	24.95
NM_001180536.3	21.33	24.92	25.76	22.97	23.13	20.58
NM_001180537.3	18.76	19.32	18.35	18.7	18.27	16.12
NM_001180539.1	8.41	10.65	8.25	11.51	11.88	13.21
NM_001180540.1	122.44	121.48	120.3	104.24	106.86	113.2
NM_001180541.3	339.58	347.78	337.15	271.7	275.77	266.19
NM_001180542.3	87.99	84.96	81.32	121.43	115.43	127.22
NM_001180543.1	12.06	11.38	12.8	13.23	12.73	11.38
NM_001180544.1	12.22	11.42	13.3	11.2	9.51	10.11
NM_001180545.3	21.17	23.47	21.63	23.06	23.67	18.58
NM_001180546.3	280.52	302.14	291.27	286.52	269.14	263.37
NM_001180547.1	21.97	25.24	22.73	26.1	21.74	27.41
NM_001180548.1	14.58	12.41	14.98	12.74	13.07	13.11
NM_001180550.3	0.86	0.86	0.34	0.44	0.45	0.55
NM_001180551.3	16.45	15.57	18.18	21.69	22.93	21.13
NM_001180552.1	25.35	28.17	23.91	30.16	23.37	28.14
NM_001180553.1	54.34	54.94	51.69	60.36	57.64	56.74
NM_001180554.3	13.45	12.73	14.65	15.26	18.17	18.58
NM_001180555.1	5.63	6.05	8.59	6.88	7.08	6.1
NM_001180556.1	9.81	12.32	14.23	8.51	9.16	9.2
NM_001180557.3	4.88	2.84	5.56	3.7	3.57	4.1
NM_001180559.3	35.26	38.78	37.97	30.69	31.0	31.97
NM_001180560.1	6.32	6.82	6.73	7.05	7.63	5.74
NM_001180561.1	0.48	0.81	0.67	0.66	0.45	0.46
